"OWNER","ADDRESS","City","State","Zip","TOTL_SQFT","D_CLASS_CN","TOTAL_VALUE","cst_sqft","AUTO_UNIQUE_ID_2014-04-22_sebrenner_denOffice_short","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType","MNumber","MNumberFractional","MPreDirectional","MName","MSuffix","MPostDirectional","MSuiteType","MSuiteNumber","MPostOfficeBoxType","MPostOfficeBoxNumber","MCity","MState","MZip","MZipPlus1","MZipPlus2","MZipPlus3","MZipPlus4","MZipPlus5","MPreQualifier","MPostQualifier","MConsolidatedCity","MMinorCivilDivision","MCountySubRegion","MCounty","MPreType","MPreArticle","MPostArticle","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty","FNumber","FNumberFractional","FPreDirectional","FName","FSuffix","FPostDirectional","FSuiteType","FSuiteNumber","FCity","FState","FZip","FZipPlus1","FZipPlus2","FZipPlus3","FZipPlus4","FZipPlus5","FPreQualifier","FPostQualifier","FConsolidatedCity","FMinorCivilDivision","FCountySubRegion","FCounty","FArea","FAreaType","FGeometry","FSource","FVintage","FPrimaryIdValue","FPostOfficeBoxNumber","FPrimaryIdField","FGeometrySRID","FPostOfficeBoxType","FPreType","FPreArticle","FPostArticle"
"PRONGHORN PARTNERS I LLC","730  17TH ST","Denver","CO","80123","93","OFFICE CONDO","139400","1,498.92",27,"USCGeocoder",16,1,"4.01","","bfd7910c-437a-465d-b7ae-b2b20d4c4710","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"SCHNELL,GARY","730  17TH ST","Denver","CO","80123","93","OFFICE CONDO","132100","1,420.43",28,"USCGeocoder",47,1,"4.01","","db14cf9b-2771-455b-8704-e27c4403edcc","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"SBC 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","163200","1,736.17",29,"USCGeocoder",0,1,"4.01","","4f0ac651-237e-4c70-86d0-ef0e71975767","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"CONTINGENT LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","198200","2,108.51",30,"USCGeocoder",16,1,"4.01","","8b319e0f-aa3b-4e96-ac20-1c1e7056e5f4","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"SBC 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","120300","1,279.79",31,"USCGeocoder",16,1,"4.01","","31d838d9-04f6-49e8-a065-56d724bf04e4","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"BRAVO SIX LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","120300","1,279.79",32,"USCGeocoder",16,1,"4.01","","6a5aa4c4-93bd-4817-8248-3d4f70ba78bf","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"ST  CHARLES EL GRAN JUBILEE LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","186600","1,985.11",33,"USCGeocoder",16,1,"4.01","","b00ea1b3-94c2-4981-b6e2-1172c5a59ddf","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"MODJ 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","120300","1,279.79",34,"USCGeocoder",16,1,"4.01","","7be28c5c-dda5-4719-ab11-d4d9b771b063","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"SBC 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","120300","1,279.79",35,"USCGeocoder",16,1,"4.01","","2ab22814-43c0-4b4e-a4ce-c652c5bd9836","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"TRENKA OFFICE INVESTMENT LLC","1020  15TH ST","Denver","CO","80123","94","OFFICE CONDO","221100","2,352.13",36,"USCGeocoder",109,1,"4.01","","3d34aa7d-9d99-4013-adf6-2c9dfe6efb1a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","4810.51539966464","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.746337418885,-104.996778837639,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2002","2","0017.02","031","08","1","ResidenceStreetAddress","1020","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1020","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1020","","","","St","","","","Denver","CO","80202","","","","2300","","","","","","","",4810.51539966464,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","713032","","UniqueId",0,"","","",""
"SBC 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","120300","1,279.79",37,"USCGeocoder",0,1,"4.01","","2e278f76-1207-4e2a-b888-3d496aa0fefd","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"MOD 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","233200","2,480.85",38,"USCGeocoder",16,1,"4.01","","d6383bb6-2e95-45a1-a65c-45276982f47a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"COLORADO OIL AND GAS ASSOCIATION","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","174900","1,860.64",39,"USCGeocoder",16,1,"4.01","","90dd9c8a-4625-4aaf-9a69-ff14695dd197","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"SBC 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","94","OFFICE CONDO","163200","1,736.17",40,"USCGeocoder",16,1,"4.01","","3e998103-0877-4281-b169-aaae964ac7a3","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"FROST FAMILY PARTNERSHIP EQUITABLE BUILDING LLLP","730  17TH ST","Denver","CO","80123","95","OFFICE CONDO","131500","1,384.21",41,"USCGeocoder",16,1,"4.01","","cac8679c-48f3-492e-8f89-feaf35dbba60","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"NICOLETTI,RICK","730  17TH ST","Denver","CO","80123","95","OFFICE CONDO","142700","1,502.11",42,"USCGeocoder",16,1,"4.01","","de895182-2f9a-476d-9f8a-e720b348e776","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"BOULEVARD INVESTORS LLC","730  17TH ST","Denver","CO","80123","95","OFFICE CONDO","124200","1,307.37",43,"USCGeocoder",16,1,"4.01","","e7618919-f16c-477b-92c4-28441cbda6ad","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"FOCUS KANSAS LLC","730  17TH ST","Denver","CO","80123","95","OFFICE CONDO","138000","1,452.63",44,"USCGeocoder",16,1,"4.01","","167fdd8e-c2f1-4e8b-ae68-2c1eb0c0dd35","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
